timestamp_s,market_id,token_id,best_bid,best_ask,orderbook_mid,spread,depth_usd,bids,asks,source,quality_stale,quality_partial,metadata
1772700022.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700079.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700139.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700199.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700259.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700321.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700380.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700452.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700499.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700570.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700622.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700680.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700739.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700800.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700860.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700920.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772700979.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772701039.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772701100.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772701160.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772701222.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772701280.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772701339.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772701402.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
1772701465.0,51939490109676186832507970701169130490548061087912630009168726706475001411420,51939490109676186832507970701169130490548061087912630009168726706475001411420,0.5692499999999999,0.58075,0.575,0.011500000000000066,2000.0,"[{'price': 0.5692499999999999, 'size': 1756.697408871322}]","[{'price': 0.58075, 'size': 1721.9113215669393}]",clob_price_history,False,True,"{'synthetic': True, 'synthetic_spread_bps': 200.0}"
